# Wordlist

# DATA
ID	ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	FORM	SPANISH	TOKENS	VALUE	BORROWING	NOTE	SOURCE	SUBGROUP
1711		ʎ u qʼ i ( - - - )	3483	left (hand side)	Taquile	λuq'i	izquierda	ʎ u qʼ i	λuq'i				Quechua
1712		i tʃ o χ	3484	left (hand side)	Tarma	ičux	izquierda	i tʃ o χ	ičux				Quechua
1713		ʒ u k i ( - - - )	3483	left (hand side)	Troje	žuki	izquierda	ʒ u k i	žuki				Quechua
1715		i ts o q	3484	left (hand side)	Wari	itsoq	izquierda	i ts o q	itsoq				Quechua
1716		i ts u q	3484	left (hand side)	Yanac	itsuq	izquierda	i ts u q	itsuq				Quechua
7422		ʎ u k i ( - - - )	3483	left (hand side)	Azuay	lluqui	izquierda	ʎ u k i	lluqui				
#
3971		ʈ a k i	70	leg	Apuri	traki	pierna	ʈ a k i	traki				Quechua
3972		tʃ a n k a	3533	leg	Apurimac	chanka	pierna	tʃ a n k a	chanka				Quechua
3973		tʃ a n k a	3533	leg	Arma	chanka	pierna	tʃ a n k a	chanka				Quechua
3974		p e r n a	3534	leg	Atalla	perna	pierna	p e r n a	perna				Quechua
3975		tʃ a n k a	3533	leg	Ayacucho	chanka	pierna	tʃ a n k a	chanka				Quechua
3976		tʃ a n g a	3533	leg	Bobonaza	changa	pierna	tʃ a n g a	changa				Quechua
3977		ʈ a k i	70	leg	Cacra-Hongos	traki	pierna	ʈ a k i	traki				Quechua
3978		ʈʂ a n g a	3533	leg	Chachapoyas	ĉanka	pierna	ʈʂ a n g a	ĉanka				Quechua
3979		tʃ a n k a	3533	leg	Chacpar	čanka	pierna	tʃ a n k a	čanka				Quechua
3980		ʈʂ a n g a	3533	leg	Chetilla	ĉanga	pierna	ʈʂ a n g a	ĉanga				Quechua
3982		tʃ a k i	70	leg	Curva	čaki	pierna	tʃ a k i	čaki				Quechua
3983		tʃ a k a	70	leg	Cuzco	čaka	pierna	tʃ a k a	čaka				Quechua
3985		tʃ a n k a	3533	leg	Huallaga	čanka	pierna	tʃ a n k a	čanka				Quechua
3986		ʈʂ a n k a	3533	leg	Huanca	tranka	pierna	ʈʂ a n k a	tranka				Quechua
3989		ʈ a k i	70	leg	Huangascar	traki	pierna	ʈ a k i	traki				Quechua
3990		tʃ a ɲ k a	3533	leg	HuarazHuailas	chanka	pierna	tʃ a ɲ k a	chanka				Quechua
3991		tʃ a n g a	3533	leg	Imbabura	changa	pierna	tʃ a n g a	changa				Quechua
3992		ʈʂ a n g a	3533	leg	Inkawasi	ĉanga	pierna	ʈʂ a n g a	ĉanga				Quechua
3996		tʃ a n g a	3533	leg	Lamas	chanka	pierna	tʃ a n g a	chanka				Quechua
3997		ʈʂ a n k a	3533	leg	Laraos	ĉanka	pierna	ʈʂ a n k a	ĉanka				Quechua
3998		ʈ a k i	70	leg	Lincha-Tana	traki	pierna	ʈ a k i	traki				Quechua
3999		tʃ a k i	70	leg	Maragua	čaki	pierna	tʃ a k i	čaki				Quechua
4000		tʃ a n g a	3533	leg	Napo	changa	pierna	tʃ a n g a	changa				Quechua
4001		ʈʂ a ŋ k a	3533	leg	Pacaraos	tranka	pierna	ʈʂ a ŋ k a	tranka				Quechua
4002		tʃ a n g a	3533	leg	Pastaza	changa	pierna	tʃ a n g a	changa				Quechua
4003		tʃ a k i	70	leg	Pocona	čaki	pierna	tʃ a k i	čaki				Quechua
4005		tʃ a k i	70	leg	Puno	čaki	pierna	tʃ a k i	čaki				Quechua
4006		tʃ a n g a	3533	leg	Putumayo	changa	pierna	tʃ a n g a	changa				Quechua
4007		tʃ a ɲ k a	3533	leg	Raimondi	chanka	pierna	tʃ a ɲ k a	chanka				Quechua
4008		ʈ a k i	70	leg	SanPedro	traki	pierna	ʈ a k i	traki				Quechua
4009		tʃ u ŋ k a	3533	leg	Santiagueno	chunka	pierna	tʃ u ŋ k a	chunka				Quechua
4011		tʃ a n g a	3533	leg	Serena	čanga	pierna	tʃ a n g a	čanga				Quechua
4013		tʃ a k i	70	leg	Taquile	čaki	pierna	tʃ a k i	čaki				Quechua
4014		ʈʂ a ŋ k a	3533	leg	Tarma	ĉan̊ka	pierna	ʈʂ a ŋ k a	ĉan̊ka				Quechua
4015		tʃ a n g a	3533	leg	Troje	čanga	pierna	tʃ a n g a	čanga				Quechua
4017		tʃ a ɲ k a	3533	leg	Wari	chanka	pierna	tʃ a ɲ k a	chanka				Quechua
4018		ʈʂ a n k a	3533	leg	Yanac	ĉanka	pierna	ʈʂ a n k a	ĉanka				Quechua
7446		tʃ a n g a	3533	leg	Azuay	changa	pierna	tʃ a n g a	changa				
7639		ʈʂ a n k a	3533	leg	Jauja	tranka		ʈʂ a n k a	tranka				
#
1974		ʎ a q w a	3584	lick, to	Apuri	llaqwa-	lamer	ʎ a q w a	llaqwa-				Quechua
1975		ʎ a q w a	3584	lick, to	Apurimac	llaqwa	lamer	ʎ a q w a	llaqwa, lawqa				Quechua
1976		l au q - a	3584	lick, to	Apurimac	lawqa	lamer	l au q a	llaqwa, lawqa				Quechua
1977		ʎ a χ w a	3584	lick, to	Arma	llaqwa	lamer	ʎ a χ w a	llaqwa				Quechua
1978		ʎ a χ w a	3584	lick, to	Atalla	λaχwa.	lamer	ʎ a χ w a	λaχwa.				Quechua
1979		ʎ a χ w a	3584	lick, to	Ayacucho	llaqwa	lamer	ʎ a χ w a	llaqwa, lampi				Quechua
1980		l a m p i	3588	lick, to	Ayacucho	lampi	lamer	l a m p i	llaqwa, lampi				Quechua
1981		ʎ au k - a + n a	3584	lick, to	Bobonaza	llaucana	lamer	ʎ au k a + n a	llaucana				Quechua
1982		ʎ a q w a	3584	lick, to	Cacra-Hongos	llaqwa-	lamer	ʎ a q w a	llaqwa-				Quechua
1983		dʑ a k w a	3584	lick, to	Chachapoyas	llakwa	lamer	dʑ a k w a	llakwa				Quechua
1984		ʎ a q w a	3584	lick, to	Chacpar	λaqwa.	lamer	ʎ a q w a	λaqwa.				Quechua
1985		ʎ a q w a	3584	lick, to	Chetilla	dyaqwa.	lamer	ʎ a q w a	dyaqwa.				Quechua
1988		ʎ a q w a	3584	lick, to	Curva	λaqwa.	lamer	ʎ a q w a	λaqwa.				Quechua
1989		ʎ a χ w a	3584	lick, to	Cuzco	λaχwa.	lamer	ʎ a χ w a	λaχwa.				Quechua
1991		ʎ a q w a	3584	lick, to	Huallaga	λaqwa.	lamer	ʎ a q w a	λaqwa.				Quechua
1992		ʎ a ʔ w a	3584	lick, to	Huanca	llaqway	lamer	ʎ a ʔ w a	llaqway		(los platos o el mortero de ají)		Quechua
1994		ʎ a q w a	3584	lick, to	Huangascar	llaqwa-	lamer	ʎ a q w a	llaqwa-				Quechua
1995		l a q w a	3584	lick, to	HuarazHuailas	laqway	lamer	l a q w a	laqway				Quechua
1996		l a m b i + n a	3588	lick, to	Imbabura	lambina	lamer	l a m b i + n a	lambina				Quechua
1997		ʒ a χ w a	3584	lick, to	Inkawasi	žaχwa.	lamer	ʒ a χ w a	žaχwa.				Quechua
2000		dʑ a k w a	3584	lick, to	Lamas	llakwa	lamer	dʑ a k w a	llakwa				Quechua
2001		ʎ a q w a	3584	lick, to	Laraos	λaqwa.	lamer	ʎ a q w a	λaqwa.				Quechua
2002		ʎ a q w a	3584	lick, to	Lincha-Tana	llaqwa-	lamer	ʎ a q w a	llaqwa-				Quechua
2003		ʎ a q w a	3584	lick, to	Maragua	λaqwa.	lamer	ʎ a q w a	λaqwa.				Quechua
2004		ʎ au k - a + n a	3584	lick, to	Napo	llaucana	lamer	ʎ au k a + n a	llaucana				Quechua
2005		l a ʁ w a	3584	lick, to	Pacaraos	laqwa	lamer	l a ʁ w a	laqwa				Quechua
2006		l au k - a + n a	3584	lick, to	Pastaza	lawcana	lamer	l au k a + n a	lawcana				Quechua
2007		ʎ a q w a	3584	lick, to	Pocona	λaqwa.	lamer	ʎ a q w a	λaqwa.				Quechua
2009		ʎ a χ w a	3584	lick, to	Puno	λaχwa.	lamer	ʎ a χ w a	λaχwa.				Quechua
2010		ʎ a k w a	3584	lick, to	Putumayo	llacuay	lamer	ʎ a k w a	llacuay		Revisar perfil		Quechua
2011		l a q w a	3584	lick, to	Raimondi	laqway	lamer	l a q w a	laqway				Quechua
2012		ʎ a q w a	3584	lick, to	SanPedro	llaqwa-	lamer	ʎ a q w a	llaqwa-				Quechua
2013		ʒ a χ w a	3584	lick, to	Santiagueno	llaqway	lamer	ʒ a χ w a	llaqway				Quechua
2015		ʎ au k - a	3584	lick, to	Serena	λawka.	lamer	ʎ au k a	λawka.				Quechua
2017		ʎ a χ w a	3584	lick, to	Taquile	λaχwa.	lamer	ʎ a χ w a	λaχwa.				Quechua
2018		l a χ w a	3584	lick, to	Tarma	laxwa	lamer	l a χ w a	laxwa				Quechua
2019		ʎ a - w a + n a	3584	lick, to	Troje	llahuana	lamer	ʎ a w a + n a	llahuana		stark/muysken		Quechua
2020		l a q w a	3584	lick, to	Wari	laqway	lamer	l a q w a	laqway				Quechua
2021		l a q w a	3584	lick, to	Yanac	laqwa.	lamer	l a q w a	laqwa.				Quechua
7544		ʎ a g w a + n a	3584	lick, to	Azuay	llagua-na	lamer	ʎ a g w a + n a	llagua-na				
7640		ʎ a ʔ w a	3584	lick, to	Jauja	llaqway		ʎ a ʔ w a	llaqway				
#
905		tʃ - a ʎ a	3637	light (not heavy)	Apurimac	challa	liviano, ligero (que pesa poco)	tʃ a ʎ a	challa				Quechua
906		p a n q a	3636	light (not heavy)	Apurimac	panqa	liviano, ligero (que pesa poco)	p a n q a	panqa				Quechua
907		- - - ʎ a + - - χ - - i - + ʎ a	3637	light (not heavy)	Atalla	λa.χi.λa	liviano, ligero (que pesa poco)	ʎ a + χ i + ʎ a	λa.χi.λa				Quechua
908		s a m p a - -	138	light (not heavy)	Ayacucho	sampa	liviano, ligero (que pesa poco)	s a m p a	sampa				Quechua
909		p a n g a + ʎ a	3636	light (not heavy)	Bobonaza	pangalla	liviano, ligero (que pesa poco)	p a n g a + ʎ a	pangalla				Quechua
910		a n k a ʃ	133	light (not heavy)	Chacpar	ankaš	liviano, ligero (que pesa poco)	a n k a ʃ	ankaš				Quechua
912		s u x a	134	light (not heavy)	Curva	suxa	liviano, ligero (que pesa poco)	s u x a	suxa				Quechua
913		tʃ h a ʎ a	3637	light (not heavy)	Cuzco	čhaλa	liviano, ligero (que pesa poco)	tʃ h a ʎ a	čhaλa				Quechua
916		a n k a ʃ	133	light (not heavy)	Huallaga	ankaš	liviano, ligero (que pesa poco)	a n k a ʃ	ankaš				Quechua
917		h a k j a	3638	light (not heavy)	Huanca	hakya	liviano, ligero (que pesa poco)	h a k j a	hakya				Quechua
920		a l e: ɾ i	135	light (not heavy)	HuarazHuailas	aleeri	liviano, ligero (que pesa poco)	a l e: ɾ i	aleeri				Quechua
921		f a n g a + ʎ a	3636	light (not heavy)	Imbabura	fangalla	liviano, ligero (que pesa poco)	f a n g a + ʎ a	fangalla				Quechua
922		l a p ʃ a	3643	light (not heavy)	Inkawasi	lapša	liviano, ligero (que pesa poco)	l a p ʃ a	lapša				Quechua
925		u t k a	3644	light (not heavy)	Lamas	utka	liviano, ligero (que pesa poco)	u t k a	utka		pishi: few		Quechua
926		ʃ a k j a + - - - ʎ - - a	3638	light (not heavy)	Laraos	šakya.λa	liviano, ligero (que pesa poco)	ʃ a k j a + ʎ a	šakya.λa				Quechua
927		tʃ h a ʎ a	3637	light (not heavy)	Maragua	čhaλa	liviano, ligero (que pesa poco)	tʃ h a ʎ a	čhaλa				Quechua
928		p a n g a + ʎ a	3636	light (not heavy)	Napo	pangalla	liviano, ligero (que pesa poco)	p a n g a + ʎ a	pangalla				Quechua
929		p a n g a + ʎ a	3636	light (not heavy)	Pastaza	pangalla	liviano, ligero (que pesa poco)	p a n g a + ʎ a	pangalla				Quechua
930		p i s - - i - - - + - - - ʎ - - a	132	light (not heavy)	Pocona	pisi.λa	liviano, ligero (que pesa poco)	p i s i + ʎ a	pisi.λa				Quechua
932		s u x a	134	light (not heavy)	Puno	suxa	liviano, ligero (que pesa poco)	s u x a	suxa				Quechua
933		m a n a + ʎ a s a - -	4618 2932	light (not heavy)	Putumayo	mana llasa	liviano, ligero (que pesa poco)	m a n a + ʎ a s a	mana llasa				Quechua
934		a l e: ɾ i	135	light (not heavy)	Raimondi	aleeri	liviano, ligero (que pesa poco)	a l e: ɾ i	aleeri				Quechua
935		m a n a + l a s a χ -	4618 2932	light (not heavy)	Santiagueno	mana lasaq	liviano, ligero (que pesa poco)	m a n a + l a s a χ	mana lasaq				Quechua
937		p a n g a + - - - ʎ - - a	3636	light (not heavy)	Serena	panga.λa	liviano, ligero (que pesa poco)	p a n g a + ʎ a	panga.λa				Quechua
939		a ŋ k a ç	133	light (not heavy)	Tarma	an̊kaš	liviano, ligero (que pesa poco)	a ŋ k a ç	an̊kaš				Quechua
940		p a n g i + - - ʒ - - a -	3636	light (not heavy)	Troje	pangi.ža	liviano, ligero (que pesa poco)	p a n g i + ʒ a	pangi.ža				Quechua
941		a n k a ʃ	133	light (not heavy)	Yanac	ankaš	liviano, ligero (que pesa poco)	a n k a ʃ	ankaš				Quechua
7565		p a n g a + ʎ a	3636	light (not heavy)	Azuay	cusi, panga-lla		p a n g a + ʎ a	panga-lla				
#
3534		q a ʎ u	6920	lip	Apuri	qallu	labio	q a ʎ u	qallu				Quechua
3535		s i r p a	3684	lip	Apurimac	sirpa	labio	s i r p a	sirpa, wirpa				Quechua
3536		w i r p a	3684	lip	Apurimac	wirpa	labio	w i r p a	sirpa, wirpa				Quechua
3537		χ i t a	3687	lip	Atalla	χita	labio	χ i t a	χita				Quechua
3538		h i t a	3687	lip	Ayacucho	hita	labio	h i t a	hita				Quechua
3539		ʃ i m i + k a r a	4220 5816	lip	Bobonaza	shimi cara	labio	ʃ i m i + k a r a	shimi cara				Quechua
3540		ʃ i m i	4220	lip	Chacpar	šimi	labio	ʃ i m i	šimi				Quechua
3541		ʃ i m i	4220	lip	Chetilla	šimi	labio	ʃ i m i	šimi				Quechua
3543		w i r pʰ a	3684	lip	Curva	wirpha	labio	w i r pʰ a	wirpha				Quechua
3544		w i r pʼ a	3684	lip	Cuzco	wirp'a	labio	w i r pʼ a	wirp'a				Quechua
3547		w i r p a	3684	lip	Huallaga	wirpa	labio	w i r p a	wirpa				Quechua
3548		w i ʎ p a	3684	lip	Huanca	willpa	labio	w i ʎ p a	willpa				Quechua
3551		w i ɾ p a	3684	lip	HuarazHuailas	wirpa	labio	w i ɾ p a	wirpa				Quechua
3552		ʃ i m i	4220	lip	Imbabura	shimi	labio	ʃ i m i	shimi				Quechua
3553		ʃ i m i	4220	lip	Inkawasi	šimi	labio	ʃ i m i	šimi				Quechua
3556		h e t a	3687	lip	Lamas	heta	labio	h e t a	heta				Quechua
3557		ʃ i m i	4220	lip	Laraos	šimi	labio	ʃ i m i	šimi				Quechua
3558		s i m i	4220	lip	Maragua	simi	labio	s i m i	simi				Quechua
3559		ʃ i m i + k a r a	4220 5816	lip	Napo	shimi cara	labio	ʃ i m i + k a r a	shimi cara				Quechua
3560		w i ɾ p a	3684	lip	Pacaraos	wirpa	labio	w i ɾ p a	wirpa				Quechua
3561		ʃ i m i + k a r a	4220 5816	lip	Pastaza	shimi cara	labio	ʃ i m i + k a r a	shimi cara				Quechua
3562		h i t a	3687	lip	Pocona	hita	labio	h i t a	hita				Quechua
3564		l a b i o	3692	lip	Puno	labio	labio	l a b i o	labio				Quechua
3565		s i m i + k a r a	4220 5816	lip	Putumayo	simi cara	labio	s i m i + k a r a	simi cara				Quechua
3566		w i ɾ p a	3684	lip	Raimondi	wirpa	labio	w i ɾ p a	wirpa				Quechua
3567		s i p ɾ iː	3690	lip	Santiagueno	sipriy	labio	s i p ɾ iː	sipriy		arcaism		Quechua
3569		ʃ i m i + k a r a	4220 5816	lip	Serena	šimi kara	labio	ʃ i m i + k a r a	šimi kara				Quechua
3571		χ i t a	3687	lip	Taquile	χita	labio	χ i t a	χita				Quechua
3572		χ e: t a	3687	lip	Tarma	xe:ta	labio	χ e: t a	xe:ta				Quechua
3573		ʃ i m i + h i t a	4220	lip	Troje	šimi hita	labio	ʃ i m i + h i t a	šimi hita		not annotated /hita/ for being borrowing		Quechua
3574		w i ɾ p a	3684	lip	Wari	wirpa	labio	w i ɾ p a	wirpa				Quechua
3575		ʃ i m i	4220	lip	Yanac	šimi	labio	ʃ i m i	šimi				Quechua
7438			3684	lip	Azuay	huirpa	labio	w i ɾ p a	huirpa		ya en desuso		
7641		w i ʎ p a	3684	lip	Jauja	willpa		w i ʎ p a	willpa				
#
2120		k au - s a	3737	live, to	Apuri	kawsa-	vivir	k au s a	kawsa-				Quechua
2121		j a ʈ a	3740	live, to	Apuri	yatra-	vivir	j a ʈ a	yatra-		Different?		Quechua
2122		k au - s a	3737	live, to	Apurimac	kawsa	vivir	k au s a	kawsa				Quechua
2123		k au - s a	3737	live, to	Arma	kawsa	vivir	k au s a	kawsa				Quechua
2124		k au - s a	3737	live, to	Atalla	kawsa.	vivir	k au s a	kawsa.				Quechua
2125		k au - s a	3737	live, to	Ayacucho	kawsa	vivir	k au s a	kawsa				Quechua
2126		k au - s a + n a	3737	live, to	Bobonaza	causana	vivir	k au s a + n a	causana				Quechua
2127		k au - s a	3737	live, to	Cacra-Hongos	kawsa-	vivir	k au s a	kawsa-				Quechua
2128		j a ʈ a	3740	live, to	Cacra-Hongos	yatra-	vivir	j a ʈ a	yatra-				Quechua
2129		k au - s a	3737	live, to	Chachapoyas	kawsa	vivir	k au s a	kawsa				Quechua
2130		k a w - a	3737	live, to	Chacpar	kawa.	vivir	k a w a	kawa.				Quechua
2131		k au - s a	3737	live, to	Chetilla	kawsa.	vivir	k au s a	kawsa.				Quechua
2133		k au - s a	3737	live, to	Curva	kawsa.	vivir	k au s a	kawsa.				Quechua
2134		k au - s a	3737	live, to	Cuzco	kawsa.	vivir	k au s a	kawsa.				Quechua
2136		k a w - a	3737	live, to	Huallaga	kawa.	vivir	k a w a	kawa.				Quechua
2137		k au - s a	3737	live, to	Huanca	kawsay	vivir	k au s a	kawsay				Quechua
2139		k au - s a	3737	live, to	Huangascar	kawsa-	vivir	k au s a	kawsa-				Quechua
2140		j a ʈ a	3740	live, to	Huangascar	yatra-	vivir	j a ʈ a	yatra-				Quechua
2141		k a w - a	3737	live, to	HuarazHuailas	kaway	vivir	k a w a	kaway				Quechua
2142		k au - s a + n a	3737	live, to	Imbabura	kawsana	vivir	k au s a + n a	kawsana				Quechua
2143		k au - s a	3737	live, to	Inkawasi	kawsa.	vivir	k au s a	kawsa.				Quechua
2146		k au - s a	3737	live, to	Lamas	kawsa	vivir	k au s a	kawsa				Quechua
2147		k au - s a	3737	live, to	Laraos	kawsa.	vivir	k au s a	kawsa.				Quechua
2148		k au - s a	3737	live, to	Lincha-Tana	kawsa-	vivir	k au s a	kawsa-				Quechua
2149		j a ʈ a	3740	live, to	Lincha-Tana	yatra-	vivir	j a ʈ a	yatra-				Quechua
2150		k au - s a	3737	live, to	Maragua	kawsa.	vivir	k au s a	kawsa.				Quechua
2151		k au - s a + n a	3737	live, to	Napo	causana	vivir	k au s a + n a	causana				Quechua
2152		k a w - a	3737	live, to	Pacaraos	kawa	vivir	k a w a	kawa				Quechua
2153		k au - s a + n a	3737	live, to	Pastaza	cawsana	vivir	k au s a + n a	cawsana				Quechua
2154		k au - s a	3737	live, to	Pocona	kawsa.	vivir	k au s a	kawsa.				Quechua
2156		k au - s a	3737	live, to	Puno	kawsa.	vivir	k au s a	kawsa.				Quechua
2157		k au x s a	3737	live, to	Putumayo	caugsa	vivir	k au x s a	caugsa, tiacu				Quechua
2158		t i j a k u	3741	live, to	Putumayo	tiacu	vivir	t i j a k u	caugsa, tiacu				Quechua
2159		k a w - a	3737	live, to	Raimondi	kaway	vivir	k a w a	kaway				Quechua
2160		k au - s a	3737	live, to	SanPedro	kawsa-	vivir	k au s a	kawsa-				Quechua
2161		j a ʈ a	3740	live, to	SanPedro	yatra-	vivir	j a ʈ a	yatra-				Quechua
2162		k au - s a	3737	live, to	Santiagueno	kawsay	vivir	k au s a	kawsay				Quechua
2164		k au - s a	3737	live, to	Serena	kawsa.	vivir	k au s a	kawsa.				Quechua
2166		k au - s a	3737	live, to	Taquile	kawsa.	vivir	k au s a	kawsa.				Quechua
2167		k a w - a	3737	live, to	Tarma	kawa	vivir	k a w a	kawa				Quechua
2168		k au - s a	3737	live, to	Troje	kawsa.	vivir	k au s a	kawsa.				Quechua
2169		k a w - a	3737	live, to	Wari	kaway	vivir	k a w a	kaway				Quechua
2170		k a w - a	3737	live, to	Yanac	kawa.	vivir	k a w a	kawa.				Quechua
7547		k au - s a + n a	3737	live, to	Azuay	causa-na	vivir	k au s a + n a	causa-na				
7642		k au - s a	3737	live, to	Jauja	kawsay		k au s a	kawsay				
#
4822		u s a	3790	louse	Apuri	usa	piojo	u s a	usa				Quechua
4823		u s a	3790	louse	Apurimac	usa	piojo	u s a	usa				Quechua
4824		u s a	3790	louse	Arma	usa	piojo	u s a	usa				Quechua
4825		u s a	3790	louse	Atalla	usa	piojo	u s a	usa				Quechua
4826		u s a	3790	louse	Ayacucho	usa	piojo	u s a	usa				Quechua
4827		u s a	3790	louse	Bobonaza	usa	piojo	u s a	usa				Quechua
4828		u s a	3790	louse	Cacra-Hongos	usa	piojo	u s a	usa				Quechua
4829		u s a	3790	louse	Chachapoyas	usa	piojo	u s a	usa				Quechua
4830		u w a	3790	louse	Chacpar	uwa	piojo	u w a	uwa				Quechua
4831		u s a	3790	louse	Chetilla	usa	piojo	u s a	usa				Quechua
4833		u s a	3790	louse	Curva	usa	piojo	u s a	usa				Quechua
4834		u s a	3790	louse	Cuzco	usa	piojo	u s a	usa				Quechua
4836		u s a	3790	louse	Huallaga	usa	piojo	u s a	usa				Quechua
4837		u s a	3790	louse	Huanca	usa	piojo	u s a	usa				Quechua
4840		u s a	3790	louse	Huangascar	usa	piojo	u s a	usa				Quechua
4841		u x a	3790	louse	HuarazHuailas	uha	piojo	u x a	uha				Quechua
4842		u s a	3790	louse	Imbabura	usa	piojo	u s a	usa		head louse		Quechua
4843		l i s u	22	louse	Inkawasi	lisu	piojo	l i s u	lisu, lišu				Quechua
4844		l i ʃ u	22	louse	Inkawasi	lišu	piojo	l i ʃ u	lisu, lišu				Quechua
4848		u s a	3790	louse	Lamas	usa	piojo	u s a	usa				Quechua
4849		u s a	3790	louse	Laraos	usa	piojo	u s a	usa				Quechua
4850		u s a	3790	louse	Lincha-Tana	usa	piojo	u s a	usa				Quechua
4851		u s a	3790	louse	Maragua	usa	piojo	u s a	usa				Quechua
4852		u s a	3790	louse	Napo	usa	piojo	u s a	usa				Quechua
4853		u w a	3790	louse	Pacaraos	uwa	piojo	u w a	uwa				Quechua
4854		u s a	3790	louse	Pastaza	usa	piojo	u s a	usa				Quechua
4855		u s a	3790	louse	Pocona	usa	piojo	u s a	usa				Quechua
4857		u s a	3790	louse	Puno	usa	piojo	u s a	usa				Quechua
4858		u s a	3790	louse	Putumayo	usa	piojo	u s a	usa				Quechua
4859		u s a	3790	louse	SanPedro	usa	piojo	u s a	usa				Quechua
4860		u s a	3790	louse	Santiagueno	usa	piojo	u s a	usa				Quechua
4864		u s a	3790	louse	Serena	usa	piojo	u s a	usa				Quechua
4866		u s a	3790	louse	Taquile	usa	piojo	u s a	usa				Quechua
4867		u w a	3790	louse	Tarma	uwa	piojo	u w a	uwa		usa: larvae of louse		Quechua
4868		u s a	3790	louse	Troje	usa	piojo	u s a	usa				Quechua
4870		u w a	3790	louse	Wari	uwa	piojo	u w a	uwa				Quechua
4871		u s a	3790	louse	Yanac	usa	piojo	u s a	usa				Quechua
7461		u s a	3790	louse	Azuay	usa	piojo	u s a	usa				
7643		u s a	3790	louse	Jauja	usa		u s a	usa				
#
5115		q a ɾ i	3842	man SW adult, male	Apuri	qari	varón, hombre	q a ɾ i	qari				Quechua
5116		q a r i	3842	man SW adult, male	Apurimac	qari	varón, hombre	q a r i	qari				Quechua
5117		χ a ɾ i	3842	man SW adult, male	Arma	qari	varón, hombre	χ a ɾ i	qari				Quechua
5118		χ a r i	3842	man SW adult, male	Atalla	χari	varón, hombre	χ a r i	χari				Quechua
5119		χ a ɾ i	3842	man SW adult, male	Ayacucho	qari	varón, hombre	χ a ɾ i	qari				Quechua
5120		k a r i	3842	man SW adult, male	Bobonaza	cari	varón, hombre	k a r i	cari				Quechua
5121		q a l i	3842	man SW adult, male	Cacra-Hongos	qali	varón, hombre	q a l i	qali				Quechua
5122		- u dʑ k u	3843	man SW adult, male	Chachapoyas	ullku	varón, hombre	u dʑ k u	ullku				Quechua
5123		- u ʎ ʁ u	3843	man SW adult, male	Chacpar	uλγu	varón, hombre	u ʎ ʁ u	uλγu				Quechua
5124		- u ʎ ʁ u	3843	man SW adult, male	Chetilla	udžγu	varón, hombre	u ʎ ʁ u	udž(ə)γu				Quechua
5126		qʰ a r i	3842	man SW adult, male	Curva	qhari	varón, hombre	qʰ a r i	qhari				Quechua
5127		qʰ a r i	3842	man SW adult, male	Cuzco	qhari	varón, hombre	qʰ a r i	qhari				Quechua
5129		- u ʎ q u	3843	man SW adult, male	Huallaga	uλqu	varón, hombre	u ʎ q u	uλqu				Quechua
5130		k a ɾ i	3842	man SW adult, male	Huanca	kari	varón, hombre	k a ɾ i	kari				Quechua
5132		q a ɾ i	3842	man SW adult, male	Huangascar	qari	varón, hombre	q a ɾ i	qari				Quechua
5134		k a ɾ i	3842	man SW adult, male	Imbabura	kari	varón, hombre	k a ɾ i	kari				Quechua
5135		- u ʒ ɢ u	3843	man SW adult, male	Inkawasi	užġu	varón, hombre	u ʒ ɢ u	užġu				Quechua
5139		- u dʑ k u	3843	man SW adult, male	Lamas	ullku	varón, hombre	u dʑ k u	ullku				Quechua
5140		q a r i	3842	man SW adult, male	Laraos	qari	varón, hombre	q a r i	qari				Quechua
5141		q a ɾ i	3842	man SW adult, male	Lincha-Tana	qari	varón, hombre	q a ɾ i	qari				Quechua
5142		qʰ a r i	3842	man SW adult, male	Maragua	qhari	varón, hombre	qʰ a r i	qhari				Quechua
5143		k a r i	3842	man SW adult, male	Napo	cari	varón, hombre	k a r i	cari				Quechua
5144		- u l χ o	3843	man SW adult, male	Pacaraos	ulqu	varón, hombre	u l χ o	ulqu				Quechua
5145		k a r i	3842	man SW adult, male	Pastaza	cari	varón, hombre	k a r i	cari				Quechua
5146		qʰ a r i	3842	man SW adult, male	Pocona	qhari	varón, hombre	qʰ a r i	qhari				Quechua
5148		qʰ a r i	3842	man SW adult, male	Puno	qhari	varón, hombre	qʰ a r i	qhari				Quechua
5149		k a r i	3842	man SW adult, male	Putumayo	cari	varón, hombre	k a r i	cari				Quechua
5150		- o ʎ q u	3843	man SW adult, male	Raimondi	ollqu	varón, hombre	o ʎ q u	ollqu				Quechua
5151		q a ɾ i	3842	man SW adult, male	SanPedro	qari	varón, hombre	q a ɾ i	qari				Quechua
5152		q a ɾ i	3842	man SW adult, male	Santiagueno	qari	varón, hombre	q a ɾ i	qari				Quechua
5155		k a r i	3842	man SW adult, male	Serena	kari	varón, hombre	k a r i	kari				Quechua
5157		qʰ a r i	3842	man SW adult, male	Taquile	qhari	varón, hombre	qʰ a r i	qhari				Quechua
5158		- o l χ u	3843	man SW adult, male	Tarma	ulxu	varón, hombre	o l χ u	ulxu				Quechua
5159		kʰ a r i	3842	man SW adult, male	Troje	khari	varón, hombre	kʰ a r i	khari				Quechua
5161		- o ʎ q u	3843	man SW adult, male	Wari	ollqu	varón, hombre	o ʎ q u	ollqu				Quechua
