# Wordlist

# DATA
ID	ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	FORM	SPANISH	TOKENS	VALUE	BORROWING	NOTE	SOURCE	SUBGROUP
985		k a r u	1735	far (away)	Serena	karu	lejos	k a r u	karu				Quechua
987		k a r u	1735	far (away)	Taquile	karu	lejos	k a r u	karu				Quechua
988		k a ɾ u	1735	far (away)	Tarma	karu	lejos	k a ɾ u	karu				Quechua
989		k a r u	1735	far (away)	Troje	karu	lejos	k a r u	karu				Quechua
991		k a ɾ u	1735	far (away)	Wari	karu	lejos	k a ɾ u	karu				Quechua
7525			1735	far (away)	Azuay	caru	lejos	k a ɾ u	caru				
7611		k a l u	1735	far (away)	Jauja	kalu		k a l u	kalu				
#
6705		w i ɾ a	1788	fat (grease)	Apuri	wira	grasa	w i ɾ a	wira				Quechua
6706		u n t u	1789	fat (grease)	Apurimac	untu	grasa	u n t u	untu				Quechua
6707		w i r a	1788	fat (grease)	Apurimac	wira	grasa	w i r a	wira				Quechua
6708		w i ɾ a	1788	fat (grease)	Arma	wira	grasa	w i ɾ a	wira				Quechua
6709		w i r a	1788	fat (grease)	Atalla	wira	grasa	w i r a	wira				Quechua
6710		w i ɾ a	1788	fat (grease)	Ayacucho	wira	grasa	w i ɾ a	wira				Quechua
6711		w i l a	1788	fat (grease)	Cacra-Hongos	wira	grasa	w i l a	wira				Quechua
6712		w i r a	1788	fat (grease)	Chachapoyas	wira	grasa	w i r a	wira				Quechua
6713		w i r a	1788	fat (grease)	Chacpar	wira	grasa	w i r a	wira				Quechua
6714		w i r a	1788	fat (grease)	Chetilla	wira	grasa	w i r a	wira				Quechua
6716		w i r a	1788	fat (grease)	Curva	wira	grasa	w i r a	wira				Quechua
6717		w i r a	1788	fat (grease)	Cuzco	wira	grasa	w i r a	wira				Quechua
6719		w i r a	1788	fat (grease)	Huallaga	wira	grasa	w i r a	wira				Quechua
6720		w i l a	1788	fat (grease)	Huanca	wila	grasa	w i l a	wila				Quechua
6724		w i ɾ a	1788	fat (grease)	Huangascar	wira	grasa	w i ɾ a	wira				Quechua
6725		w i ɾ a	1788	fat (grease)	HuarazHuailas	wira	grasa	w i ɾ a	wira				Quechua
6726		ɸ i ɾ a	1788	fat (grease)	Imbabura	vira	grasa	ɸ i ɾ a	vira				Quechua
6727		w i r a	1788	fat (grease)	Inkawasi	wira	grasa	w i r a	wira				Quechua
6730		w i r a	1788	fat (grease)	Lamas	wira	grasa	w i r a	wira				Quechua
6731		w i r a	1788	fat (grease)	Laraos	wira	grasa	w i r a	wira				Quechua
6732		w i ɾ a	1788	fat (grease)	Lincha-Tana	wira	grasa	w i ɾ a	wira				Quechua
6733		w i r a	1788	fat (grease)	Maragua	wira	grasa	w i r a	wira				Quechua
6734		w i ɾ a	1788	fat (grease)	Pacaraos	wira	grasa	w i ɾ a	wira				Quechua
6735		g r a s a	1792	fat (grease)	Pastaza	grasa	grasa	g r a s a	grasa				Quechua
6736		w i r a	1788	fat (grease)	Pocona	wira	grasa	w i r a	wira				Quechua
6738		w i r a	1788	fat (grease)	Puno	wira	grasa	w i r a	wira				Quechua
6739		w i r a	1788	fat (grease)	Putumayo	huira	grasa	w i r a	huira				Quechua
6740		w i ɾ a	1788	fat (grease)	Raimondi	wira	grasa	w i ɾ a	wira				Quechua
6741		w i ɾ a	1788	fat (grease)	SanPedro	wira	grasa	w i ɾ a	wira				Quechua
6742		w i ɾ a	1788	fat (grease)	Santiagueno	wira	grasa	w i ɾ a	wira				Quechua
6744		- i r a	1788	fat (grease)	Serena	ira	grasa	i r a	ira				Quechua
6746		w i r a	1788	fat (grease)	Taquile	wira	grasa	w i r a	wira				Quechua
6747		w i ɾ a	1788	fat (grease)	Tarma	wira	grasa	w i ɾ a	wira				Quechua
6748		w i r a	1788	fat (grease)	Troje	wira	grasa	w i r a	wira				Quechua
6749		w i ɾ a	1788	fat (grease)	Wari	wira	grasa	w i ɾ a	wira				Quechua
6750		w i r a	1788	fat (grease)	Yanac	wira	grasa	w i r a	wira				Quechua
7496			1788	fat (grease)	Azuay	huira	grasa	w i ɾ a	huira				
7612		w i l a	1788	fat (grease)	Jauja	wila		w i l a	wila				
#
4264		s i ʎ u	1838	fingernail	Apuri	sillu	uña	s i ʎ u	sillu				Quechua
4265		s i ʎ u	1838	fingernail	Apurimac	sillu	uña	s i ʎ u	sillu				Quechua
4266		s i ʎ u	1838	fingernail	Arma	sillu	uña	s i ʎ u	sillu				Quechua
4267		s i ʎ u	1838	fingernail	Atalla	siλu	uña	s i ʎ u	siλu				Quechua
4268		s i ʎ u	1838	fingernail	Ayacucho	sillu	uña	s i ʎ u	sillu				Quechua
4269		ʃ i ʎ u	1838	fingernail	Bobonaza	shillu	uña	ʃ i ʎ u	shillu				Quechua
4270		s i ʎ u	1838	fingernail	Cacra-Hongos	sillu	uña	s i ʎ u	sillu				Quechua
4271		ʃ i dʑ u	1838	fingernail	Chachapoyas	shillu	uña	ʃ i dʑ u	shillu				Quechua
4272		ʃ i ʎ u	1838	fingernail	Chacpar	šiλu	uña	ʃ i ʎ u	šiλu				Quechua
4273		ʃ i dʒ u	1838	fingernail	Chetilla	šidžu	uña	ʃ i dʒ u	šidžu				Quechua
4275		s i ʎ u	1838	fingernail	Curva	siλu	uña	s i ʎ u	siλu				Quechua
4276		s i ʎ u	1838	fingernail	Cuzco	siλu	uña	s i ʎ u	siλu				Quechua
4278		ʃ i ʎ u	1838	fingernail	Huallaga	šiλu	uña	ʃ i ʎ u	šiλu				Quechua
4279		ʃ i ʎ u	1838	fingernail	Huanca	shillu	uña	ʃ i ʎ u	shillu				Quechua
4281		s i ʎ u	1838	fingernail	Huangascar	sillu	uña	s i ʎ u	sillu				Quechua
4282		ʃ i ʎ u	1838	fingernail	HuarazHuailas	shillu	uña	ʃ i ʎ u	shillu				Quechua
4283		s i ʎ u	1838	fingernail	Imbabura	sillu	uña	s i ʎ u	sillu				Quechua
4284		s i ʒ u	1838	fingernail	Inkawasi	sižu	uña	s i ʒ u	sižu				Quechua
4288		ʃ i dʑ u	1838	fingernail	Lamas	shillu	uña	ʃ i dʑ u	shillu				Quechua
4289		ʃ i ʎ u	1838	fingernail	Laraos	šiλu	uña	ʃ i ʎ u	šiλu				Quechua
4290		s i ʎ u	1838	fingernail	Lincha-Tana	sillu	uña	s i ʎ u	sillu				Quechua
4291		s i ʎ u	1838	fingernail	Maragua	siλu	uña	s i ʎ u	siλu				Quechua
4292		ʃ i ʎ u	1838	fingernail	Napo	shillu	uña	ʃ i ʎ u	shillu				Quechua
4293		ʃ i l u	1838	fingernail	Pacaraos	shilu	uña	ʃ i l u	shilu				Quechua
4294		ʃ i ʎ u	1838	fingernail	Pastaza	shillu	uña	ʃ i ʎ u	shillu				Quechua
4295		s i ʎ u	1838	fingernail	Pocona	siλu	uña	s i ʎ u	siλu				Quechua
4297		s i ʎ u	1838	fingernail	Puno	siλu	uña	s i ʎ u	siλu				Quechua
4298		s i ʎ u	1838	fingernail	Putumayo	sillu	uña	s i ʎ u	sillu				Quechua
4299		ʃ i ʎ u	1838	fingernail	Raimondi	shillu	uña	ʃ i ʎ u	shillu				Quechua
4300		s i ʎ u	1838	fingernail	SanPedro	sillu	uña	s i ʎ u	sillu				Quechua
4301		s i ʒ u	1838	fingernail	Santiagueno	sillu	uña	s i ʒ u	sillu				Quechua
4303		s i ʎ u	1838	fingernail	Serena	siλu	uña	s i ʎ u	siλu				Quechua
4305		s i ʎ u	1838	fingernail	Taquile	siλu	uña	s i ʎ u	siλu				Quechua
4306		ʃ i l u	1838	fingernail	Tarma	šilu	uña	ʃ i l u	šilu				Quechua
4307		s i ʒ u	1838	fingernail	Troje	sižu	uña	s i ʒ u	sižu				Quechua
4309		ʃ i ʎ u	1838	fingernail	Wari	shillu	uña	ʃ i ʎ u	shillu				Quechua
4310		ʃ i ʎ u	1838	fingernail	Yanac	šiλu	uña	ʃ i ʎ u	šiλu				Quechua
7451		ʃ i ʎ u	1838	fingernail	Azuay	shillu	uña	ʃ i ʎ u	shillu				
7613		ʃ i ʎ u	1838	fingernail	Jauja	shillu		ʃ i ʎ u	shillu				
#
6066		n i n a	1887	fire	Apuri	nina	fuego	n i n a	nina				Quechua
6067		n i n a	1887	fire	Apurimac	nina	fuego	n i n a	nina				Quechua
6068		n i n a	1887	fire	Arma	nina	fuego	n i n a	nina				Quechua
6069		n i n a	1887	fire	Atalla	nina	fuego	n i n a	nina				Quechua
6070		n i n a	1887	fire	Ayacucho	nina	fuego	n i n a	nina				Quechua
6071		n i n a	1887	fire	Bobonaza	nina	fuego	n i n a	nina				Quechua
6072		n i n a	1887	fire	Cacra-Hongos	nina	fuego	n i n a	nina				Quechua
6073		n i n a	1887	fire	Chachapoyas	nina	fuego	n i n a	nina				Quechua
6074		n i n a	1887	fire	Chacpar	nina	fuego	n i n a	nina				Quechua
6075		n i n a	1887	fire	Chetilla	nina	fuego	n i n a	nina				Quechua
6077		n i n a	1887	fire	Curva	nina	fuego	n i n a	nina				Quechua
6078		n i n a	1887	fire	Cuzco	nina	fuego	n i n a	nina				Quechua
6080		n i n a	1887	fire	Huallaga	nina	fuego	n i n a	nina				Quechua
6081		n i n a	1887	fire	Huanca	nina	fuego	n i n a	nina				Quechua
6083		n i n a	1887	fire	Huangascar	nina	fuego	n i n a	nina				Quechua
6084		ɲ i ɲ a	1887	fire	HuarazHuailas	nina	fuego	ɲ i ɲ a	nina				Quechua
6085		n i n a	1887	fire	Imbabura	nina	fuego	n i n a	nina				Quechua
6086		n i n a	1887	fire	Inkawasi	nina	fuego	n i n a	nina				Quechua
6090		n i n a	1887	fire	Lamas	nina	fuego	n i n a	nina				Quechua
6091		n i n a	1887	fire	Laraos	nina	fuego	n i n a	nina				Quechua
6092		n i n a	1887	fire	Lincha-Tana	nina	fuego	n i n a	nina				Quechua
6093		n i n a	1887	fire	Maragua	nina	fuego	n i n a	nina				Quechua
6094		n i n a	1887	fire	Napo	nina	fuego	n i n a	nina				Quechua
6095		n i n a	1887	fire	Pacaraos	nina	fuego	n i n a	nina				Quechua
6096		n i n a	1887	fire	Pastaza	nina	fuego	n i n a	nina				Quechua
6097		n i n a	1887	fire	Pocona	nina	fuego	n i n a	nina				Quechua
6099		n i n a	1887	fire	Puno	nina	fuego	n i n a	nina				Quechua
6100		n i n a	1887	fire	Putumayo	nina	fuego	n i n a	nina				Quechua
6101		ɲ i ɲ a	1887	fire	Raimondi	nina	fuego	ɲ i ɲ a	nina				Quechua
6102		n i n a	1887	fire	SanPedro	nina	fuego	n i n a	nina				Quechua
6103		n i n a	1887	fire	Santiagueno	nina	fuego	n i n a	nina				Quechua
6105		n i n a	1887	fire	Serena	nina	fuego	n i n a	nina				Quechua
6107		n i n a	1887	fire	Taquile	nina	fuego	n i n a	nina				Quechua
6108		n i n a	1887	fire	Tarma	nina	fuego	n i n a	nina				Quechua
6109		n i n a	1887	fire	Troje	nina	fuego	n i n a	nina				Quechua
6111		ɲ i ɲ a	1887	fire	Wari	nina	fuego	ɲ i ɲ a	nina				Quechua
6112		n i n a	1887	fire	Yanac	nina	fuego	n i n a	nina				Quechua
7484			1887	fire	Azuay	nina	fuego	n i n a	nina				
7614		n i n a	1887	fire	Jauja	nina		n i n a	nina				
#
4669		p i tʃ q a	1936	five	Apuri	pichqa	cinco	p i tʃ q a	pichqa				Quechua
4670		p i s k a	1936	five	Apurimac	pisca	cinco	p i s k a	pisca, pichqa				Quechua
4671		p i tʃ q a	1936	five	Apurimac	pichqa	cinco	p i tʃ q a	pisca, pichqa				Quechua
4672		p i tʃ χ a	1936	five	Arma	pichqa	cinco	p i tʃ χ a	pichqa				Quechua
4673		p i tʃ χ a	1936	five	Atalla	pičχa	cinco	p i tʃ χ a	pičχa, pičqa				Quechua
4674		p i tʃ q a	1936	five	Atalla	pičqa	cinco	p i tʃ q a	pičχa, pičqa				Quechua
4675		p i tʃ χ a	1936	five	Ayacucho	pichqa	cinco	p i tʃ χ a	pichqa				Quechua
4676		p i tʃ k a	1936	five	Bobonaza	pichca	cinco	p i tʃ k a	pichca				Quechua
4677		p i tʃ q a	1936	five	Cacra-Hongos	pichqa	cinco	p i tʃ q a	pichqa				Quechua
4678		p i tʃ k a	1936	five	Chachapoyas	pichka	cinco	p i tʃ k a	pichka				Quechua
4679		p i ts q a	1936	five	Chacpar	pitsqa	cinco	p i ts q a	pitsqa				Quechua
4680		p i tʃ ʁ a	1936	five	Chetilla	pičγa	cinco	p i tʃ ʁ a	pič(ə)γa				Quechua
4682		p i tʃ q a	1936	five	Curva	pičqa	cinco	p i tʃ q a	pičqa				Quechua
4683		p i s q a	1936	five	Cuzco	pisqa	cinco	p i s q a	pisqa				Quechua
4685		p i tʃ q a	1936	five	Huallaga	pičqa	cinco	p i tʃ q a	pičqa				Quechua
4686		p i tʃ ʔ a	1936	five	Huanca	pichqa	cinco	p i tʃ ʔ a	pichqa				Quechua
4688		p i tʃ q a	1936	five	Huangascar	pichqa	cinco	p i tʃ q a	pichqa				Quechua
4689		p i ts q a	1936	five	HuarazHuailas	pitsqa	cinco	p i ts q a	pitsqa				Quechua
4690		p i ʃ k a	1936	five	Imbabura	pishka	cinco	p i ʃ k a	pishka				Quechua
4691		s i n k o	1937	five	Inkawasi	cinco	cinco	s i n k o	cinco				Quechua
4695		p i tʃ k a	1936	five	Lamas	pichka	cinco	p i tʃ k a	pichka				Quechua
4696		p i tʃ q a	1936	five	Laraos	pičqa	cinco	p i tʃ q a	pičqa				Quechua
4697		p i tʃ q a	1936	five	Lincha-Tana	pichqa	cinco	p i tʃ q a	pichqa				Quechua
4698		p i ʃ q a	1936	five	Maragua	pišqa	cinco	p i ʃ q a	pišqa				Quechua
4699		p i tʃ k a	1936	five	Napo	pichca	cinco	p i tʃ k a	pichca				Quechua
4700		p i s ʁ a	1936	five	Pacaraos	pisqa	cinco	p i s ʁ a	pisqa				Quechua
4701		p i tʃ k a	1936	five	Pastaza	pichca	cinco	p i tʃ k a	pichca				Quechua
4702		pʰ i ʃ ʁ a	1936	five	Pocona	phišγa	cinco	pʰ i ʃ ʁ a	phišγa				Quechua
4704		p i s q a	1936	five	Puno	pisqa	cinco	p i s q a	pisqa				Quechua
4705		p i tʃ k a	1936	five	Putumayo	pichca	cinco	p i tʃ k a	pichca				Quechua
4706		p i ts q a	1936	five	Raimondi	pitsqa	cinco	p i ts q a	pitsqa				Quechua
4707		p i tʃ q a	1936	five	SanPedro	pichqa	cinco	p i tʃ q a	pichqa				Quechua
4708		p i ʃ q a	1936	five	Santiagueno	pishqa	cinco	p i ʃ q a	pishqa		in disuse because of vulgar connotation		Quechua
4710		p i tʃ k a	1936	five	Serena	pička	cinco	p i tʃ k a	pička				Quechua
4712		p i s q a	1936	five	Taquile	pisqa	cinco	p i s q a	pisqa				Quechua
4713		p i tʃ χ a	1936	five	Tarma	pičxa	cinco	p i tʃ χ a	pičxa				Quechua
4714		p i tʃ k a	1936	five	Troje	pička	cinco	p i tʃ k a	pička				Quechua
4716		p i ts q a	1936	five	Wari	pitsqa	cinco	p i ts q a	pitsqa				Quechua
4717		p i ts q a	1936	five	Yanac	pitsqa	cinco	p i ts q a	pitsqa				Quechua
7414			1936	five	Azuay	pichca	cinco	p i tʃ k a	pichca				
7615		p i tʃ ʔ a	1936	five	Jauja	pichqa		p i tʃ ʔ a	pichqa				
#
7099		s i s a	1987	flower	Apuri	sisa	flor	s i s a	sisa				Quechua
7100		w ai t - a	1989	flower	Apuri	wayta	flor	w ai t a	wayta				Quechua
7102		t i k a	203	flower	Apurimac	tika	flor	t i k a	tika				Quechua
7103		w ai t - a	1989	flower	Apurimac	wayta	flor	w ai t a	wayta				Quechua
7104		w ai t - a	1989	flower	Arma	wayta	flor	w ai t a	wayta, sisa				Quechua
7105		s i s a	1987	flower	Arma	sisa	flor	s i s a	wayta, sisa				Quechua
7106		w ai t - a	1989	flower	Atalla	wayta	flor	w ai t a	wayta				Quechua
7107		w ai t - a	1989	flower	Ayacucho	wayta	flor	w ai t a	wayta				Quechua
7108		s i s a	1987	flower	Bobonaza	sisa	flor	s i s a	sisa				Quechua
7109		h i s a	1987	flower	Cacra-Hongos	sisa	flor	h i s a	sisa				Quechua
7110		w ai t - a	1989	flower	Cacra-Hongos	wayta	flor	w ai t a	wayta				Quechua
7111		w ai t - a	1989	flower	Chachapoyas	wayta	flor	w ai t a	wayta				Quechua
7112		t u k t u	1990	flower	Chacpar	tuktu	flor	t u k t u	tuktu				Quechua
7113		t u k t u	1990	flower	Chetilla	tuktu	flor	t u k t u	tuktu				Quechua
7115		tʼ i k a	203	flower	Curva	t'ika	flor	tʼ i k a	t'ika				Quechua
7116		tʼ i k a	203	flower	Cuzco	t'ika	flor	tʼ i k a	t'ika				Quechua
7119		t u k t u	1990	flower	Huallaga	tuktu	flor	t u k t u	tuktu				Quechua
7120		w ai t - a	1989	flower	Huanca	wayta	flor	w ai t a	wayta				Quechua
7121		s i s a	1987	flower	Huanca	sisa	flor	s i s a	sisa		(de sembrío)		Quechua
7124		s i s a	1987	flower	Huangascar	sisa	flor	s i s a	sisa				Quechua
7125		w ai t - a	1989	flower	Huangascar	wayta	flor	w ai t a	wayta				Quechua
7126		w ai t - a	1989	flower	HuarazHuailas	wayta	flor	w ai t a	wayta				Quechua
7127		s i s a	1987	flower	Imbabura	sisa	flor	s i s a	sisa				Quechua
7128		t u k t u	1990	flower	Inkawasi	tuktu	flor	t u k t u	tuktu				Quechua
7132		s i s a	1987	flower	Lamas	sisa	flor	s i s a	sisa		sisa en ecuadoriano		Quechua
7133		w ai t - a	1989	flower	Laraos	wayta	flor	w ai t a	wayta				Quechua
7135		s i s a	1987	flower	Lincha-Tana	sisa	flor	s i s a	sisa				Quechua
7136		w ai t - a	1989	flower	Lincha-Tana	wayta	flor	w ai t a	wayta				Quechua
7137		tʼ i k a	203	flower	Maragua	t'ika	flor	tʼ i k a	t'ika				Quechua
7138		s i s a	1987	flower	Napo	sisa	flor	s i s a	sisa				Quechua
7139		w ai tʃ - a	1989	flower	Pacaraos	waycha	flor	w ai tʃ a	waycha				Quechua
7140		s i s a	1987	flower	Pastaza	sisa	flor	s i s a	sisa				Quechua
7141		tʼ i k a	203	flower	Pocona	t'ika	flor	tʼ i k a	t'ika				Quechua
7143		tʼ i k a	203	flower	Puno	t'ika	flor	tʼ i k a	t'ika				Quechua
7144		t u x t u	1990	flower	Putumayo	tugtu	flor	t u x t u	tugtu				Quechua
7145		w ai t - a	1989	flower	Raimondi	wayta	flor	w ai t a	wayta				Quechua
7146		s i s a	1987	flower	SanPedro	sisa	flor	s i s a	sisa				Quechua
7147		w ai t - a	1989	flower	SanPedro	wayta	flor	w ai t a	wayta				Quechua
7148		s i s a	1987	flower	Santiagueno	sisa	flor	s i s a	sisa				Quechua
7150		s i s a	1987	flower	Serena	sisa	flor	s i s a	sisa				Quechua
7152		tʼ i k a	203	flower	Taquile	t'ika	flor	tʼ i k a	t'ika				Quechua
7153		w ai t - a	1989	flower	Tarma	wayta	flor	w ai t a	wayta				Quechua
7154		s i s a	1987	flower	Troje	sisa	flor	s i s a	sisa				Quechua
7157		w ai t - a	1989	flower	Wari	wayta	flor	w ai t a	wayta				Quechua
7158		w eː t - a	1989	flower	Yanac	we:ta	flor	w eː t a	we:ta				Quechua
7503		s i s a	1987	flower	Azuay	sisa	flor	s i s a	sisa				
7616		s i s a	1987	flower	Jauja	sisa		s i s a	sisa				
7617		w ai t - a	1989	flower	Jauja	wayta		w ai t a	wayta				
#
1625		p a - w a -	2050	fly, to	Apuri	pawa-	volar	p a w a	pawa-				Quechua
1626		p a - l a -	2050	fly, to	Apurimac	pala	volar	p a l a	pala, pawa				Quechua
1627		p a - w a -	2050	fly, to	Apurimac	pawa	volar	p a w a	pala, pawa				Quechua
1628		p a - w a -	2050	fly, to	Arma	pawa	volar	p a w a	pawa				Quechua
1629		p a - w a -	2050	fly, to	Atalla	pawa.	volar	p a w a	pawa.				Quechua
1630		p a - w a -	2050	fly, to	Ayacucho	pawa	volar	p a w a	pawa				Quechua
1631		w a m b u + r i n a	6516	fly, to	Bobonaza	huamburina	volar	w a m b u + r i n a	huamburina				Quechua
1632		p a - w a -	2050	fly, to	Cacra-Hongos	pawa-	volar	p a w a	pawa-				Quechua
1633		p a - w a -	2050	fly, to	Chachapoyas	pawa	volar	p a w a	pawa				Quechua
1634		p a x w a -	2050	fly, to	Chacpar	paxwa.	volar	p a x w a	paxwa.				Quechua
1637		h a l a + - tʃ a - -	2054	fly, to	Curva	hala.ča.	volar	h a l a + tʃ a	hala.ča.				Quechua
1638		pʰ a - w a -	2050	fly, to	Cuzco	phawa.	volar	pʰ a w a	phawa.				Quechua
1640		p aː - - r i	118	fly, to	Huallaga	pa:.ri.	volar	p aː r i	pa:.ri.				Quechua
1641		p aː - - l i	118	fly, to	Huanca	paaliy	volar	p aː l i	paaliy				Quechua
1643		p a - w a -	2050	fly, to	Huangascar	pawa-	volar	p a w a	pawa-				Quechua
1644		p a x a ɾ i	118	fly, to	HuarazHuailas	pahariy	volar	p a x a ɾ i	pahariy				Quechua
1646		p a - - r i	118	fly, to	Inkawasi	pa.ri.	volar	p a r i	pa.ri.				Quechua
1649		p a - w a -	2050	fly, to	Lamas	pawa	volar	p a w a	pawa				Quechua
1650		p a - w a -	2050	fly, to	Laraos	pawa.	volar	p a w a	pawa.				Quechua
1651		p a - w a -	2050	fly, to	Lincha-Tana	pawa-	volar	p a w a	pawa-				Quechua
1652		pʰ a - w a -	2050	fly, to	Maragua	phawa.	volar	pʰ a w a	phawa.				Quechua
1653		w a m b u + r i n a	6516	fly, to	Napo	huamburina	volar	w a m b u + r i n a	huamburina				Quechua
1654		p aː - - ɾ i	118	fly, to	Pacaraos	paari	volar	p aː ɾ i	paari				Quechua
1655		p a - w a - + n a	2050	fly, to	Pastaza	pawana	volar	p a w a + n a	pawana				Quechua
1656		pʰ a - w a -	2050	fly, to	Pocona	phawa.	volar	pʰ a w a	phawa.				Quechua
1658		h a l a + n t a - -	2054 2987	fly, to	Puno	hala.nta.	volar	h a l a + n t a	hala.nta.				Quechua
1659		p a x a ɾ i	118	fly, to	Raimondi	pahariy	volar	p a x a ɾ i	pahariy				Quechua
1660		p a - w a -	2050	fly, to	SanPedro	pawa-	volar	p a w a	pawa-				Quechua
1661		p aː - - - -	2050	fly, to	Santiagueno	paay	volar	p aː	paay				Quechua
1663		w a m b u + r i	6516	fly, to	Serena	wambu.ri.	volar	w a m b u + r i	wambu.ri.				Quechua
1665		pʰ a - w a -	2050	fly, to	Taquile	phawa.	volar	pʰ a w a	phawa.				Quechua
1666		p aː - - ɾ i	118	fly, to	Tarma	pa:ri	volar	p aː ɾ i	pa:ri				Quechua
1667		k a ʒ p a	2058	fly, to	Troje	kažpa.	volar	k a ʒ p a	kažpa.				Quechua
1668		p a x a ɾ i	118	fly, to	Wari	pahariy	volar	p a x a ɾ i	pahariy				Quechua
7618		p aː - - l i	118	fly, to	Jauja	paaliy		p aː l i	paaliy				
#
3918		ʈ a k i	70	foot	Apuri	traki	pie	ʈ a k i	traki				Quechua
3919		tʃ a k i	70	foot	Apurimac	chaki	pie	tʃ a k i	chaki				Quechua
3920		a t a - k - a	71	foot	Apurimac	ataka	pie	a t a k a	ataka				Quechua
3921		tʃ a k i	70	foot	Arma	chaki	pie	tʃ a k i	chaki				Quechua
3922		tʃ a k i	70	foot	Atalla	čaki	pie	tʃ a k i	čaki				Quechua
3923		tʃ a k i	70	foot	Ayacucho	chaki	pie	tʃ a k i	chaki				Quechua
3924		tʃ a k i	70	foot	Bobonaza	chaqui	pie	tʃ a k i	chaqui				Quechua
3925		ʈ a k i	70	foot	Cacra-Hongos	traki	pie	ʈ a k i	traki				Quechua
3926		ʈʂ a k i	70	foot	Chachapoyas	ĉaki	pie	ʈʂ a k i	ĉaki				Quechua
3927		tʃ a k i	70	foot	Chacpar	čaki	pie	tʃ a k i	čaki				Quechua
3928		ʈʂ a k i	70	foot	Chetilla	ĉaki	pie	ʈʂ a k i	ĉaki				Quechua
3930		tʃ a k i	70	foot	Curva	čaki	pie	tʃ a k i	čaki				Quechua
3931		tʃ a k i	70	foot	Cuzco	čaki	pie	tʃ a k i	čaki				Quechua
3933		tʃ a k i	70	foot	Huallaga	čaki	pie	tʃ a k i	čaki				Quechua
3934		ʈʂ a k i	70	foot	Huanca	traki	pie	ʈʂ a k i	traki				Quechua
3938		ʈ a k i	70	foot	Huangascar	traki	pie	ʈ a k i	traki				Quechua
3939		tʃ a k i	70	foot	HuarazHuailas	chaki	pie	tʃ a k i	chaki				Quechua
3940		tʃ a k i	70	foot	Imbabura	chaki	pie	tʃ a k i	chaki				Quechua
3941		ʈʂ a k i	70	foot	Inkawasi	ĉaki	pie	ʈʂ a k i	ĉaki				Quechua
3946		tʃ a k i	70	foot	Lamas	chaki	pie	tʃ a k i	chaki				Quechua
3947		ʈʂ a k i	70	foot	Laraos	ĉaki	pie	ʈʂ a k i	ĉaki				Quechua
3948		ʈ a k i	70	foot	Lincha-Tana	traki	pie	ʈ a k i	traki				Quechua
3949		tʃ a k i	70	foot	Maragua	čaki	pie	tʃ a k i	čaki				Quechua
3950		tʃ a k i	70	foot	Napo	chaqui	pie	tʃ a k i	chaqui				Quechua
3951		ʈʂ a k i	70	foot	Pacaraos	traki	pie	ʈʂ a k i	traki				Quechua
3952		tʃ a k i	70	foot	Pastaza	chaqui	pie	tʃ a k i	chaqui				Quechua
3953		tʃ a k i	70	foot	Pocona	čaki	pie	tʃ a k i	čaki				Quechua
3955		tʃ a k i	70	foot	Puno	čaki	pie	tʃ a k i	čaki				Quechua
3956		tʃ a x i	70	foot	Putumayo	chaqui	pie	tʃ a x i	chaqui				Quechua
3957		tʃ a k i	70	foot	Raimondi	chaki	pie	tʃ a k i	chaki				Quechua
3958		ʈ a k i	70	foot	SanPedro	traki	pie	ʈ a k i	traki				Quechua
3959		tʃ a x i	70	foot	Santiagueno	chaki	pie	tʃ a x i	chaki				Quechua
3961		tʃ a k i	70	foot	Serena	čaki	pie	tʃ a k i	čaki				Quechua
3963		tʃ a k i	70	foot	Taquile	čaki	pie	tʃ a k i	čaki				Quechua
3964		ʈʂ a g i	70	foot	Tarma	ĉagi	pie	ʈʂ a g i	ĉagi				Quechua
3965		tʃ a k i	70	foot	Troje	čaki	pie	tʃ a k i	čaki				Quechua
3968		tʃ a k i	70	foot	Wari	chaki	pie	tʃ a k i	chaki				Quechua
3969		ʈʂ a k i	70	foot	Yanac	ĉaki	pie	ʈʂ a k i	ĉaki				Quechua
7445		tʃ a k i	70	foot	Azuay	chaqui	pie	tʃ a k i	chaqui				
7619		ʈʂ a k i	70	foot	Jauja	traki		ʈʂ a k i	traki				
#
3227		tʃ i m p a	2161	forehead	Apuri	chimpa	frente (la)	tʃ i m p a	chimpa				Quechua
3228		p a q ʈ - a	2164	forehead	Apuri	paqtra	frente (la)	p a q ʈ a	paqtra				Quechua
3229		tʃ i n p a	2161	forehead	Apurimac	chinpa	frente (la)	tʃ i n p a	chinpa				Quechua
3230		m a - t i	2160	forehead	Apurimac	mati	frente (la)	m a t i	mati				Quechua
3231		u ɾ k u	2162	forehead	Arma	urku	frente (la)	u ɾ k u	urku				Quechua
3232		u r k u	2162	forehead	Atalla	urku	frente (la)	u r k u	urku				Quechua
3233		u ɾ k u	2162	forehead	Ayacucho	urku	frente (la)	u ɾ k u	urku				Quechua
3234		h u r i n t i	2163	forehead	Bobonaza	jurinti	frente (la)	h u r i n t i	jurinti				Quechua
3235		p a q ʈ - a	2164	forehead	Cacra-Hongos	paqtra	frente (la)	p a q ʈ a	paqtra				Quechua
3236		u r k u	2162	forehead	Chachapoyas	urku	frente (la)	u r k u	urku				Quechua
